date,deviceid,window,rpm,angle,temperature,humidity,windspeed,winddirection,power,maintenance
2019-06-30,WindTurbine-6,2019-06-30T02:30:00.000+0000,7.31264,7.28177,26.22453,79.6475,7.98745,NE,151.0458537,TRUE
2019-06-30,WindTurbine-6,2019-06-30T02:35:00.000+0000,7.24123,7.00312,25.80143,73.6219,7.76258,SE,154.7198669,TRUE
2019-06-30,WindTurbine-6,2019-06-30T02:40:00.000+0000,7.8207,7.28197,25.94801,75.3112,7.19562,E,152.2822317,TRUE
2019-06-30,WindTurbine-6,2019-06-30T02:45:00.000+0000,7.00287,7.37676,25.64385,78.0895,7.83775,S,141.562738,TRUE
2019-06-30,WindTurbine-6,2019-06-30T02:50:00.000+0000,7.43198,7.14574,25.84454,71.8802,7.4975,NE,157.3516979,TRUE
2019-06-30,WindTurbine-6,2019-06-30T02:55:00.000+0000,7.01176,7.16893,25.95504,73.8527,7.75635,W,150.1172717,TRUE
2019-06-30,WindTurbine-6,2019-06-30T03:00:00.000+0000,7.7966,7.85653,27.16035,70.2029,7.44495,NE,176.3754949,TRUE
2019-06-30,WindTurbine-6,2019-06-30T03:05:00.000+0000,7.57717,7.42855,25.45223,78.5915,7.08606,N,136.5692784,TRUE
2019-06-30,WindTurbine-6,2019-06-30T03:10:00.000+0000,7.53031,7.36474,25.54841,76.9619,7.98418,S,156.7552762,TRUE
2019-06-30,WindTurbine-6,2019-06-30T03:15:00.000+0000,7.31217,7.75542,26.8081,74.5396,7.685,W,158.7303689,TRUE
2019-06-30,WindTurbine-6,2019-06-30T03:20:00.000+0000,7.76236,7.25169,27.5611,78.7348,7.09003,SE,151.3082361,TRUE
2019-06-30,WindTurbine-6,2019-06-30T03:25:00.000+0000,7.57214,7.93035,27.02302,78.727,7.02403,S,143.3857756,TRUE
2019-06-30,WindTurbine-6,2019-06-30T03:30:00.000+0000,7.74033,7.00732,26.5804,73.8889,7.22012,S,157.8981714,TRUE
2019-06-30,WindTurbine-6,2019-06-30T03:35:00.000+0000,7.38158,7.34626,27.407,72.6199,7.00957,E,153.3689549,TRUE
2019-06-30,WindTurbine-6,2019-06-30T03:40:00.000+0000,7.1252,7.86216,25.44572,75.5216,7.65152,SE,144.2710643,TRUE
2019-06-30,WindTurbine-6,2019-06-30T03:45:00.000+0000,7.48211,7.37206,26.91848,79.0233,7.79718,SE,156.0802375,TRUE
2019-06-30,WindTurbine-6,2019-06-30T03:50:00.000+0000,7.77677,7.47623,25.24558,71.1178,7.09172,NE,153.7619122,TRUE
2019-06-30,WindTurbine-6,2019-06-30T03:55:00.000+0000,7.04772,7.51847,25.2045,73.2358,7.84634,E,149.4725068,TRUE
2019-06-30,WindTurbine-6,2019-06-30T04:00:00.000+0000,7.74173,7.1858,26.35602,76.5777,7.00376,NW,146.5675011,TRUE
2019-06-30,WindTurbine-6,2019-06-30T04:05:00.000+0000,7.83324,7.56458,25.03149,73.2801,7.47116,SE,157.0077231,TRUE
2019-06-30,WindTurbine-6,2019-06-30T04:10:00.000+0000,7.68997,7.11184,27.89757,75.0537,7.79096,S,174.9044206,TRUE
2019-06-30,WindTurbine-6,2019-06-30T04:15:00.000+0000,7.01864,7.45603,25.01865,76.6793,7.8017,NW,140.319763,TRUE
2019-06-30,WindTurbine-6,2019-06-30T04:20:00.000+0000,7.2223,7.3688,27.1473,76.6585,7.59591,NE,152.5852511,TRUE
2019-06-30,WindTurbine-6,2019-06-30T04:25:00.000+0000,7.33956,7.18588,26.90388,76.5598,7.21523,SE,146.1588875,TRUE
2019-06-30,WindTurbine-6,2019-06-30T04:30:00.000+0000,7.94894,7.19997,27.77205,79.0527,7.00488,SE,153.6356657,TRUE
2019-06-30,WindTurbine-6,2019-06-30T04:35:00.000+0000,7.7991,7.31194,27.65801,76.7263,7.80324,N,172.3006929,TRUE
2019-06-30,WindTurbine-6,2019-06-30T04:40:00.000+0000,7.28458,7.27067,27.72248,75.1812,7.92724,SW,167.2400337,TRUE
2019-06-30,WindTurbine-6,2019-06-30T04:45:00.000+0000,7.01518,7.24593,26.2158,73.967,7.74731,S,151.2884455,TRUE
2019-06-30,WindTurbine-6,2019-06-30T04:50:00.000+0000,7.44456,7.51969,25.83846,79.3821,7.46666,NW,142.102052,TRUE
2019-06-30,WindTurbine-6,2019-06-30T04:55:00.000+0000,7.84324,7.20397,26.24896,70.8583,7.24198,S,165.2589902,TRUE
2019-06-30,WindTurbine-6,2019-06-30T05:00:00.000+0000,7.54783,7.2899,25.21901,76.5743,7.53657,E,147.1403357,TRUE
2019-06-30,WindTurbine-6,2019-06-30T05:05:00.000+0000,7.70513,7.69256,26.25815,73.3933,7.83172,SE,169.5648106,TRUE
2019-06-30,WindTurbine-6,2019-06-30T05:10:00.000+0000,7.06694,7.28313,25.75424,75.2724,7.6159,N,144.6293749,TRUE
2019-06-30,WindTurbine-6,2019-06-30T05:15:00.000+0000,7.9399,7.76537,25.94877,77.6279,7.08961,N,147.7839308,TRUE
2019-06-30,WindTurbine-6,2019-06-30T05:20:00.000+0000,7.81064,7.89626,25.58362,73.047,7.78234,SE,167.2042569,TRUE
2019-06-30,WindTurbine-6,2019-06-30T05:25:00.000+0000,7.24022,7.854,26.04606,73.9636,7.98767,NE,159.95093,TRUE
2019-06-30,WindTurbine-6,2019-06-30T05:30:00.000+0000,7.87367,7.21135,26.99683,77.106,7.78522,N,168.5635205,TRUE
2019-06-30,WindTurbine-6,2019-06-30T05:35:00.000+0000,7.48375,7.78772,25.0454,74.4439,7.77425,NE,153.7331498,TRUE
2019-06-30,WindTurbine-6,2019-06-30T05:40:00.000+0000,7.92092,7.28344,27.01581,77.3946,7.92959,E,172.196607,TRUE
2019-06-30,WindTurbine-6,2019-06-30T05:45:00.000+0000,7.81255,7.4031,25.61589,76.5265,7.39841,W,151.9566464,TRUE
2019-06-30,WindTurbine-6,2019-06-30T05:50:00.000+0000,7.71937,7.72199,25.81878,73.5053,7.18881,NE,153.0899998,TRUE
2019-06-30,WindTurbine-6,2019-06-30T05:55:00.000+0000,7.77193,7.51,25.87571,77.4464,7.5317,N,153.6044617,TRUE
2019-06-30,WindTurbine-6,2019-06-30T06:00:00.000+0000,7.73277,7.54623,26.89233,78.082,7.67971,E,160.6380093,TRUE
2019-06-30,WindTurbine-6,2019-06-30T06:05:00.000+0000,7.6065,7.08714,25.54331,72.7535,7.90074,W,165.7169073,TRUE
2019-06-30,WindTurbine-6,2019-06-30T06:10:00.000+0000,7.79186,7.09305,27.95664,70.8428,7.59695,NW,183.4680993,TRUE
2019-06-30,WindTurbine-6,2019-06-30T06:15:00.000+0000,7.04379,7.06399,25.01853,78.9281,7.452,S,130.6773392,TRUE
2019-06-30,WindTurbine-6,2019-06-30T06:20:00.000+0000,7.56199,7.91866,27.98817,76.6317,7.75235,SE,168.1614373,TRUE
2019-06-30,WindTurbine-6,2019-06-30T06:25:00.000+0000,7.68774,7.98721,25.5884,74.6472,7.12871,SE,147.5469174,TRUE
2019-06-30,WindTurbine-6,2019-06-30T06:30:00.000+0000,7.18825,7.98705,26.42035,72.0288,7.59965,SW,157.3765601,TRUE
2019-06-30,WindTurbine-6,2019-06-30T06:35:00.000+0000,7.28324,7.45269,26.39477,78.1727,7.93209,SW,153.2025243,TRUE
2019-06-30,WindTurbine-6,2019-06-30T06:40:00.000+0000,7.67009,7.8108,26.55163,70.3637,7.75489,SE,176.2826287,TRUE
2019-06-30,WindTurbine-6,2019-06-30T06:45:00.000+0000,7.76809,7.75267,26.40003,79.4534,7.31193,SE,148.2276095,TRUE
2019-06-30,WindTurbine-6,2019-06-30T06:50:00.000+0000,7.23114,7.10754,26.4433,70.1409,7.08702,S,151.7419438,TRUE
2019-06-30,WindTurbine-6,2019-06-30T06:55:00.000+0000,7.30652,7.69023,26.09922,72.8407,7.09331,S,145.8491264,TRUE
2019-06-30,WindTurbine-6,2019-06-30T07:00:00.000+0000,7.22391,7.97761,27.85166,79.8934,7.96362,NE,157.5121042,TRUE
2019-06-30,WindTurbine-6,2019-06-30T07:05:00.000+0000,7.33877,7.38645,27.06395,79.1165,7.10123,E,140.0141309,TRUE
2019-06-30,WindTurbine-6,2019-06-30T07:10:00.000+0000,7.18541,7.17661,27.40628,71.6322,7.77261,E,167.8228642,TRUE
2019-06-30,WindTurbine-6,2019-06-30T07:15:00.000+0000,7.29582,7.06387,27.55173,74.3865,7.24268,E,153.7159926,TRUE
2019-06-30,WindTurbine-6,2019-06-30T07:20:00.000+0000,7.47465,7.11559,25.7811,73.89,7.88227,W,161.4540125,TRUE
2019-06-30,WindTurbine-6,2019-06-30T07:25:00.000+0000,7.43076,7.95508,26.486,77.955,7.24141,NW,143.588503,TRUE
2019-06-30,WindTurbine-6,2019-06-30T07:30:00.000+0000,7.27359,7.91346,27.10614,71.1565,7.46997,S,162.5592439,TRUE
2019-06-30,WindTurbine-6,2019-06-30T07:35:00.000+0000,7.72814,7.22905,27.11093,73.1729,7.61277,NW,171.1995958,TRUE
2019-06-30,WindTurbine-6,2019-06-30T07:40:00.000+0000,7.83701,7.94451,27.28992,76.9091,7.09147,S,154.8824112,TRUE
2019-06-30,WindTurbine-6,2019-06-30T07:45:00.000+0000,7.58438,7.19406,26.27863,71.5917,7.80834,NE,170.7299613,TRUE
2019-06-30,WindTurbine-6,2019-06-30T07:50:00.000+0000,7.50933,7.71195,27.89926,73.5733,7.70969,W,172.4254829,TRUE
2019-06-30,WindTurbine-6,2019-06-30T07:55:00.000+0000,7.73034,7.11742,25.54597,74.8855,7.51119,NE,155.5689443,TRUE
2019-06-30,WindTurbine-6,2019-06-30T08:00:00.000+0000,7.84519,7.9751,26.50315,78.2828,7.95354,SW,165.9151241,TRUE
2019-06-30,WindTurbine-6,2019-06-30T08:05:00.000+0000,7.98152,7.86617,27.34966,74.7086,7.27358,W,166.9191086,TRUE
2019-06-30,WindTurbine-6,2019-06-30T08:10:00.000+0000,7.05803,7.35045,26.95779,79.4043,7.97751,W,150.1350243,TRUE
2019-06-30,WindTurbine-6,2019-06-30T08:15:00.000+0000,7.85642,7.6333,26.8202,75.8798,7.37979,NE,160.951648,TRUE
2019-06-30,WindTurbine-6,2019-06-30T08:20:00.000+0000,7.13253,7.2555,26.59049,77.6791,7.27069,W,139.4223143,TRUE
2019-06-30,WindTurbine-6,2019-06-30T08:25:00.000+0000,7.77547,7.22054,26.46479,74.2164,7.53232,NW,164.0268244,TRUE
2019-06-30,WindTurbine-6,2019-06-30T08:30:00.000+0000,7.86572,7.09933,25.09929,72.0367,7.74315,W,166.6689421,TRUE
2019-06-30,WindTurbine-6,2019-06-30T08:35:00.000+0000,7.31216,7.48916,26.59316,79.115,7.73635,W,149.3426338,TRUE
2019-06-30,WindTurbine-6,2019-06-30T08:40:00.000+0000,7.11086,7.20266,26.17356,79.3184,7.52366,NE,138.6535644,TRUE
2019-06-30,WindTurbine-6,2019-06-30T08:45:00.000+0000,7.29743,7.82464,25.13343,75.6436,7.87254,NW,149.9185188,TRUE
2019-06-30,WindTurbine-6,2019-06-30T08:50:00.000+0000,7.26435,7.15274,27.91056,79.7293,7.35212,SE,146.8421868,TRUE
2019-06-30,WindTurbine-6,2019-06-30T08:55:00.000+0000,7.29293,7.43213,27.32032,71.4073,7.74483,NE,169.7258534,TRUE
2019-06-30,WindTurbine-6,2019-06-30T09:00:00.000+0000,7.02861,7.86243,27.88614,71.6426,7.66767,NW,164.7558414,TRUE
2019-06-30,WindTurbine-6,2019-06-30T09:05:00.000+0000,7.67327,7.01288,27.21178,75.6825,7.80415,NW,169.1057858,TRUE
2019-06-30,WindTurbine-6,2019-06-30T09:10:00.000+0000,7.7576,7.7114,27.06836,70.0078,7.2154,N,169.9785833,TRUE
2019-06-30,WindTurbine-6,2019-06-30T09:15:00.000+0000,7.96426,7.98485,25.52812,79.5239,7.15345,S,143.6392188,TRUE
2019-06-30,WindTurbine-6,2019-06-30T09:20:00.000+0000,7.36543,7.16973,27.00182,79.3934,7.71674,N,151.8208813,TRUE
2019-06-30,WindTurbine-6,2019-06-30T09:25:00.000+0000,7.81141,7.5902,25.96624,71.1881,7.21015,SW,161.3490064,TRUE
2019-06-30,WindTurbine-6,2019-06-30T09:30:00.000+0000,7.17946,7.02099,27.24295,76.1529,7.15134,NW,144.257297,TRUE
2019-06-30,WindTurbine-6,2019-06-30T09:35:00.000+0000,7.33143,7.15505,25.42518,71.921,7.8553,NW,159.9008174,TRUE
2019-06-30,WindTurbine-6,2019-06-30T09:40:00.000+0000,7.81049,7.20766,27.69585,79.0485,7.4594,NW,160.3223754,TRUE
2019-06-30,WindTurbine-6,2019-06-30T09:45:00.000+0000,7.80842,7.18893,26.56801,70.8528,7.74749,S,178.1628269,TRUE
2019-06-30,WindTurbine-6,2019-06-30T09:50:00.000+0000,7.3908,7.14637,27.73383,79.0131,7.35475,N,149.8514708,TRUE
2019-06-30,WindTurbine-6,2019-06-30T09:55:00.000+0000,7.10068,7.67061,26.95661,72.2318,7.36081,N,153.1980663,TRUE
2019-06-30,WindTurbine-6,2019-06-30T10:00:00.000+0000,7.85832,7.46424,27.37315,71.6964,7.99171,SW,188.3162297,TRUE
2019-06-30,WindTurbine-6,2019-06-30T10:05:00.000+0000,7.81453,7.60764,26.74926,75.406,7.41017,E,161.3347051,TRUE
2019-06-30,WindTurbine-6,2019-06-30T10:10:00.000+0000,7.52995,7.82587,25.28668,79.9094,7.51743,NE,140.6845238,TRUE
2019-06-30,WindTurbine-6,2019-06-30T10:15:00.000+0000,7.30939,7.81592,25.93304,74.0841,7.58873,SE,152.4998981,TRUE
2019-06-30,WindTurbine-6,2019-06-30T10:20:00.000+0000,7.31228,7.63658,26.05052,76.6288,7.19808,N,140.5350819,TRUE
2019-06-30,WindTurbine-6,2019-06-30T10:25:00.000+0000,7.38424,7.18278,25.93443,70.7117,7.73046,N,164.4324269,TRUE
2019-06-30,WindTurbine-6,2019-06-30T10:30:00.000+0000,7.92536,7.22738,25.2906,70.9246,7.25068,NE,160.9351361,TRUE
2019-06-30,WindTurbine-6,2019-06-30T10:35:00.000+0000,7.78029,7.27611,27.15577,73.7727,7.65851,N,172.265143,TRUE
2019-06-30,WindTurbine-6,2019-06-30T10:40:00.000+0000,7.93674,7.0186,25.78585,77.8399,7.98563,SW,164.9002891,TRUE
2019-06-30,WindTurbine-6,2019-06-30T10:45:00.000+0000,7.84903,7.67807,25.21727,71.7787,7.39795,NW,160.2214869,TRUE
2019-06-30,WindTurbine-6,2019-06-30T10:50:00.000+0000,7.73023,7.11743,27.795,70.297,7.72068,N,185.3398266,TRUE
2019-06-30,WindTurbine-6,2019-06-30T10:55:00.000+0000,7.99511,7.47552,25.91372,72.0928,7.82079,N,176.5240299,TRUE
2019-06-30,WindTurbine-6,2019-06-30T11:00:00.000+0000,7.14596,7.96505,27.95663,76.7911,7.66276,SE,156.5707498,TRUE
2019-06-30,WindTurbine-6,2019-06-30T11:05:00.000+0000,7.29653,7.18157,27.09893,72.3003,7.66381,NW,164.6129669,TRUE
2019-06-30,WindTurbine-6,2019-06-30T11:10:00.000+0000,7.61002,7.34479,26.63151,70.2841,7.76376,SE,175.827783,TRUE
2019-06-30,WindTurbine-6,2019-06-30T11:15:00.000+0000,7.35347,7.31935,26.04457,72.4213,7.59,S,157.643429,TRUE
2019-06-30,WindTurbine-6,2019-06-30T11:20:00.000+0000,7.13402,7.64371,26.41666,71.4107,7.01538,N,145.4089157,TRUE
2019-06-30,WindTurbine-6,2019-06-30T11:25:00.000+0000,7.0848,7.05672,26.87073,78.9549,7.80595,NE,147.8238926,TRUE
2019-06-30,WindTurbine-6,2019-06-30T11:30:00.000+0000,7.1091,7.06206,26.93817,74.7548,7.1114,SE,143.0835257,TRUE
2019-06-30,WindTurbine-6,2019-06-30T11:35:00.000+0000,7.07283,7.9113,27.69119,73.252,7.57685,SW,159.1090706,TRUE
2019-06-30,WindTurbine-6,2019-06-30T11:40:00.000+0000,7.74257,7.80132,27.65199,79.1411,7.84313,E,166.64403,TRUE
2019-06-30,WindTurbine-6,2019-06-30T11:45:00.000+0000,7.32453,7.63834,25.18277,79.4423,7.67866,S,140.0257111,TRUE
2019-06-30,WindTurbine-6,2019-06-30T11:50:00.000+0000,7.74739,7.02592,26.54235,75.8743,7.60644,SE,161.9095381,TRUE
2019-06-30,WindTurbine-6,2019-06-30T11:55:00.000+0000,7.16109,7.45106,25.69851,73.1211,7.7916,NE,154.0146046,TRUE
2019-06-30,WindTurbine-6,2019-06-30T12:00:00.000+0000,7.60443,7.59054,25.44454,70.4097,7.05426,N,152.2548501,TRUE
2019-06-30,WindTurbine-6,2019-06-30T12:05:00.000+0000,7.89609,7.8718,27.72062,74.5903,7.552,NE,174.0546193,TRUE
2019-06-30,WindTurbine-6,2019-06-30T12:10:00.000+0000,7.72731,7.98259,27.61788,77.7052,7.7053,E,166.2068965,TRUE
2019-06-30,WindTurbine-6,2019-06-30T12:15:00.000+0000,7.70725,7.30776,26.74316,74.3024,7.8255,E,170.4952641,TRUE
2019-06-30,WindTurbine-6,2019-06-30T12:20:00.000+0000,7.62168,7.08556,26.91733,78.0599,7.62359,N,157.3639063,TRUE
2019-06-30,WindTurbine-6,2019-06-30T12:25:00.000+0000,7.62997,7.98775,26.73229,72.3654,7.81335,SW,172.9641923,TRUE
2019-06-30,WindTurbine-6,2019-06-30T12:30:00.000+0000,7.40039,7.65508,26.08276,77.1787,7.54183,N,148.142043,TRUE
2019-06-30,WindTurbine-6,2019-06-30T12:35:00.000+0000,7.01618,7.49198,25.17042,76.9416,7.05769,N,127.2282188,TRUE
2019-06-30,WindTurbine-6,2019-06-30T12:40:00.000+0000,7.76894,7.11042,27.8863,79.5448,7.25725,W,155.2400769,TRUE
2019-06-30,WindTurbine-6,2019-06-30T12:45:00.000+0000,7.39194,7.82347,25.21301,78.3833,7.35732,NE,137.3947468,TRUE
2019-06-30,WindTurbine-6,2019-06-30T12:50:00.000+0000,7.91255,7.70125,26.15494,73.591,7.77775,SW,171.7870285,TRUE
2019-06-30,WindTurbine-6,2019-06-30T12:55:00.000+0000,7.15436,7.5555,27.57961,78.9926,7.9213,SE,155.4031651,TRUE
2019-06-30,WindTurbine-6,2019-06-30T13:00:00.000+0000,7.83918,7.32773,25.17498,75.2863,7.93358,SE,163.3367535,TRUE
2019-06-30,WindTurbine-6,2019-06-30T13:05:00.000+0000,7.97231,7.21429,27.49208,75.2398,7.63361,SE,174.6485601,TRUE
2019-06-30,WindTurbine-6,2019-06-30T13:10:00.000+0000,7.25355,7.55209,27.86074,74.068,7.50355,NE,160.7941767,TRUE
2019-06-30,WindTurbine-6,2019-06-30T13:15:00.000+0000,7.92532,7.00617,27.13096,75.9706,7.86966,SE,174.9376459,TRUE
2019-06-30,WindTurbine-6,2019-06-30T13:20:00.000+0000,7.41371,7.82586,26.96482,78.355,7.55889,W,151.4660594,TRUE
2019-06-30,WindTurbine-6,2019-06-30T13:25:00.000+0000,7.57646,7.30294,26.55067,70.7743,7.99918,SW,178.5675761,TRUE
2019-06-30,WindTurbine-6,2019-06-30T13:30:00.000+0000,7.53979,7.42132,27.80243,70.4008,7.44169,E,174.0311072,TRUE
2019-06-30,WindTurbine-6,2019-06-30T13:35:00.000+0000,7.14409,7.90804,26.58464,74.2844,7.55193,SE,151.6452926,TRUE
2019-06-30,WindTurbine-6,2019-06-30T13:40:00.000+0000,7.64289,7.37582,26.99195,74.9364,7.63555,NE,165.093611,TRUE
2019-06-30,WindTurbine-6,2019-06-30T13:45:00.000+0000,7.87846,7.25553,26.20137,70.5449,7.52587,SE,172.960655,TRUE
2019-06-30,WindTurbine-6,2019-06-30T13:50:00.000+0000,7.86462,7.49858,27.42349,78.5631,7.58314,W,163.5015319,TRUE
2019-06-30,WindTurbine-6,2019-06-30T13:55:00.000+0000,7.17712,7.63564,26.69763,77.8794,7.25447,N,140.1835025,TRUE
2019-06-30,WindTurbine-6,2019-06-30T14:00:00.000+0000,7.43525,7.77803,26.6934,74.9995,7.87551,W,163.6856797,TRUE
2019-06-30,WindTurbine-6,2019-06-30T14:05:00.000+0000,7.91115,7.52244,25.29056,73.277,7.89491,N,169.3044856,TRUE
2019-06-30,WindTurbine-6,2019-06-30T14:10:00.000+0000,7.41318,7.15431,26.2734,79.7857,7.16461,NW,137.3659884,TRUE
2019-06-30,WindTurbine-6,2019-06-30T14:15:00.000+0000,7.96001,7.43211,25.07525,73.2282,7.7,S,164.8398262,TRUE
2019-06-30,WindTurbine-6,2019-06-30T14:20:00.000+0000,7.32117,7.54479,27.10839,77.669,7.13258,N,143.1442974,TRUE
2019-06-30,WindTurbine-6,2019-06-30T14:25:00.000+0000,7.54913,7.03124,25.93134,71.8243,7.94004,SE,169.9667808,TRUE
2019-06-30,WindTurbine-6,2019-06-30T14:30:00.000+0000,7.96244,7.12635,26.03573,71.9942,7.10608,NE,160.7087085,TRUE
2019-06-30,WindTurbine-6,2019-06-30T14:35:00.000+0000,7.38802,7.80434,26.44904,79.9975,7.36345,SW,141.2647483,TRUE
2019-06-30,WindTurbine-6,2019-06-30T14:40:00.000+0000,7.36511,7.87585,25.91734,75.7249,7.44902,N,147.4758787,TRUE
2019-06-30,WindTurbine-6,2019-06-30T14:45:00.000+0000,7.00158,7.74663,26.34922,73.9282,7.46977,E,146.4036194,TRUE
2019-06-30,WindTurbine-6,2019-06-30T14:50:00.000+0000,7.70085,7.68415,26.2408,76.3862,7.51004,N,156.039294,TRUE
2019-06-30,WindTurbine-6,2019-06-30T14:55:00.000+0000,7.7409,7.42981,25.83727,74.72,7.88222,NW,165.7069282,TRUE
2019-06-30,WindTurbine-6,2019-06-30T15:00:00.000+0000,7.86638,7.74318,27.78369,73.3032,7.03384,SW,164.7120206,TRUE
2019-06-30,WindTurbine-6,2019-06-30T15:05:00.000+0000,7.2919,7.54301,27.73339,78.924,7.97071,S,160.4066912,TRUE
2019-06-30,WindTurbine-6,2019-06-30T15:10:00.000+0000,7.32893,7.47246,27.41487,77.5645,7.37268,SE,149.9961281,TRUE
2019-06-30,WindTurbine-6,2019-06-30T15:15:00.000+0000,7.44827,7.44729,26.27205,70.7891,7.44063,S,161.5413056,TRUE
2019-06-30,WindTurbine-6,2019-06-30T15:20:00.000+0000,7.95514,7.0572,25.22108,79.3542,7.03985,NW,139.7963691,TRUE
2019-06-30,WindTurbine-6,2019-06-30T15:25:00.000+0000,7.06571,7.30174,26.22313,72.1861,7.05975,E,142.3203414,TRUE
2019-06-30,WindTurbine-6,2019-06-30T15:30:00.000+0000,7.35221,7.61475,26.31625,72.902,7.53015,NW,156.9628906,TRUE
2019-06-30,WindTurbine-6,2019-06-30T15:35:00.000+0000,7.71746,7.61674,25.70362,74.9945,7.00168,SE,145.4562612,TRUE
2019-06-30,WindTurbine-6,2019-06-30T15:40:00.000+0000,7.5238,7.58152,27.66667,76.5035,7.83793,SE,167.4962567,TRUE
2019-06-30,WindTurbine-6,2019-06-30T15:45:00.000+0000,7.81288,7.03704,26.09092,77.0457,7.43838,E,154.568645,TRUE
2019-06-30,WindTurbine-6,2019-06-30T15:50:00.000+0000,7.24647,7.54489,26.09289,73.3749,7.61956,W,154.2133423,TRUE
2019-06-30,WindTurbine-6,2019-06-30T15:55:00.000+0000,7.99923,7.25536,25.86917,79.5794,7.8063,S,159.4285708,TRUE
